,abv,brewery_location,brewery_name,ibu,id,name,size,style,ibu_clean,abv_clean,state
2260,5.4%,"Indianapolis, IN",Sun King Brewing Company,23,213,Wee Mac Scottish-Style Ale,16 oz.,Scottish Ale,23.0,5.4,IN
2261,4.2%,"Silverton, CO",Silverton Brewery,N/A,212,Bear Ass Brown,12 oz.,American Brown Ale,30.0256410256,4.2,CO
2262,4.8%,"Lancaster, PA",Lancaster Brewing Company,28,195,Lancaster German Style Kölsch,12 oz.,Kölsch,28.0,4.8,PA
2263,6.2%,"Denver, CO",Breckenridge Brewery,68,193,Lucky U IPA,12 oz.,American IPA,68.0,6.2,CO
2264,5.0%,"Boston, MA",Harpoon Brewery,28,192,Harpoon Summer Beer (2010),12 oz.,Kölsch,28.0,5.0,MA
2265,5.3%,"Davenport, IA",Great River Brewery,48,190,483 Pale Ale (2010),16 oz.,American Pale Ale (APA),48.0,5.3,IA
2266,5.4%,"Davenport, IA",Great River Brewery,30,189,Roller Dam Red Ale (2010),16 oz.,Irish Red Ale,30.0,5.4,IA
2267,5.8%,"Dillon, CO",Pug Ryan's Brewery,21,188,Pallavicini Pilsner (2009),12 oz.,Czech Pilsener,21.0,5.8,CO
2268,6.5%,"Washington, DC",DC Brau Brewing Company,80,186,The Corruption,12 oz.,American IPA,80.0,6.5,DC
2269,7.0%,"Washington, DC",DC Brau Brewing Company,N/A,185,The Citizen,12 oz.,Belgian Pale Ale,23.875,7.0,DC
2270,6.0%,"Washington, DC",DC Brau Brewing Company,N/A,184,The Public,12 oz.,American Pale Ale (APA),44.9411764706,6.0,DC
2271,4.9%,"Lewiston, ME",Baxter Brewing Company,28,183,Pamola Xtra Pale Ale,12 oz.,American Pale Ale (APA),28.0,4.9,ME
2272,6.9%,"Lewiston, ME",Baxter Brewing Company,69,182,Stowaway IPA,12 oz.,American IPA,69.0,6.9,ME
2273,4.8%,"Belt, MT",Harvest Moon Brewing Company,N/A,181,Beltian White,12 oz.,Witbier,16.44,4.8,MT
2274,4.2%,"Middleton, WI",Capital Brewery,N/A,180,Island Wheat,12 oz.,American Pale Wheat Ale,20.6885245902,4.2,WI
2275,6.0%,"Tempe, AZ",Four Peaks Brewing Company,21,179,Kilt Lifter Scottish-Style Ale (2009),12 oz.,Scottish Ale,21.0,6.0,AZ
2276,5.2%,"Tempe, AZ",Four Peaks Brewing Company,N/A,178,Sunbru Kölsch,12 oz.,Kölsch,21.7777777778,5.2,AZ
2277,5.6%,"Libertyville, IL",Mickey Finn's Brewery,N/A,174,Mickey Finn's Amber Ale,12 oz.,American Amber / Red Ale,36.2987012987,5.6,IL
2278,6.8%,"San Francisco, CA",21st Amendment Brewery,65,173,Back in Black,12 oz.,American Black Ale,65.0,6.8,CA
2279,4.8%,"Milwaukee, WI",Milwaukee Brewing Company,18,172,Flaming Damsel Lager (2010),16 oz.,Vienna Lager,18.0,4.8,WI
2280,5.1%,"Milwaukee, WI",Milwaukee Brewing Company,24,171,Louie’s Demise Immort-Ale (2010),16 oz.,American Amber / Red Ale,24.0,5.1,WI
2281,6.3%,"Oklahoma City, OK",COOP Ale Works,35,170,Native Amber (2013),16 oz.,American Amber / Red Ale,35.0,6.3,OK
2282,5.3%,"Oklahoma City, OK",COOP Ale Works,25,169,Horny Toad Cerveza (2013),16 oz.,American Blonde Ale,25.0,5.3,OK
2283,4.7%,"Missoula, MT",Big Sky Brewing Company,N/A,168,Summer Honey,12 oz.,American Blonde Ale,20.9032258065,4.7,MT
2284,5.8%,"Pottstown, PA",Sly Fox Brewing Company,25,166,Oktoberfest Lager,12 oz.,Märzen / Oktoberfest,25.0,5.8,PA
2285,4.6%,"Myrtle Beach, SC",New South Brewing Company,N/A,165,White Ale,12 oz.,Witbier,16.44,4.6,SC
2286,4.5%,"Whitefish, MT",Great Northern Brewing Company,15,164,Black Star Double Hopped Golden Lager (12 oz.),12 oz.,American Pale Lager,15.0,4.5,MT
2287,5.6%,"Lake Barrington, IL",Wild Onion Brewing Company,41,162,Paddy Pale Ale,12 oz.,American Pale Ale (APA),41.0,5.6,IL
2288,6.0%,"Silverton, CO",Silverton Brewery,N/A,161,Red Mountain Ale,12 oz.,American Amber / Red Ale,36.2987012987,6.0,CO
2289,6.8%,"Silverton, CO",Silverton Brewery,N/A,160,Ice Pick Ale,12 oz.,American IPA,67.634551495,6.8,CO
2290,5.0%,"Missoula, MT",Big Sky Brewing Company,40,159,Scape Goat Pale Ale (2010),12 oz.,English Pale Ale,40.0,5.0,MT
2291,7.0%,"Rochester, MI",Rochester Mills Brewing Company,N/A,158,Cornerstone IPA,16 oz.,American IPA,67.634551495,7.0,MI
2292,5.5%,"Utica, NY",Matt Brewing Company,N/A,150,Saranac Pale Ale (12 oz.),12 oz.,English Pale Ale,31.4,5.5,NY
2293,4.2%,"Chicago, IL",Half Acre Beer Company,N/A,149,Gossamer Golden Ale,16 oz.,American Blonde Ale,20.9032258065,4.2,IL
2294,5.2%,"Chicago, IL",Half Acre Beer Company,N/A,148,Daisy Cutter Pale Ale,16 oz.,American Pale Ale (APA),44.9411764706,5.2,IL
2295,4.7%,"Boulder, CO",Avery Brewing Company,42,146,Avery Joe’s Premium American Pilsner,12 oz.,German Pilsener,42.0,4.7,CO
2296,5.5%,"Denver, CO",Wynkoop Brewing Company,40,145,Silverback Pale Ale,12 oz.,American Pale Ale (APA),40.0,5.5,CO
2297,5.4%,"Williams, AZ",Grand Canyon Brewing Company,N/A,143,Grand Canyon Sunset Amber Ale,12 oz.,American Amber / Red Ale,36.2987012987,5.4,AZ
2299,5.0%,"Stevens Point, WI",Stevens Point Brewery,7,141,Point Nude Beach Summer Wheat (2010),12 oz.,American Pale Wheat Ale,7.0,5.0,WI
2300,5.4%,"Stevens Point, WI",Stevens Point Brewery,33,140,Point Cascade Pale Ale,12 oz.,American Pale Ale (APA),33.0,5.4,WI
2301,4.7%,"Stevens Point, WI",Stevens Point Brewery,14,139,Point Amber Classic,12 oz.,American Amber / Red Lager,14.0,4.7,WI
2302,4.7%,"Stevens Point, WI",Stevens Point Brewery,9,138,Point Special Lager,12 oz.,American Adjunct Lager,9.0,4.7,WI
2303,5.5%,"Utica, NY",Matt Brewing Company,N/A,133,Saranac Pale Ale (16 oz.),16 oz.,English Pale Ale,31.4,5.5,NY
2304,8.5%,"Lake Havasu City, AZ",Mudshark Brewing Company,N/A,132,Full Moon Belgian White Ale (2007),12 oz.,Witbier,16.44,8.5,AZ
2305,5.5%,"Lake Havasu City, AZ",Mudshark Brewing Company,N/A,131,Dry Heat Hefeweizen (2006),12 oz.,Hefeweizen,17.5925925926,5.5,AZ
2306,5.9%,"Dillon, CO",Pug Ryan's Brewery,14,130,Morning Wood Wheat (Current),12 oz.,American Pale Wheat Ale,14.0,5.9,CO
2307,5.0%,"Covington, LA",Covington Brewhouse,N/A,129,Heiner Brau Kölsch,12 oz.,Kölsch,21.7777777778,5.0,LA
2308,5.1%,"O'Fallon, MO",O'Fallon Brewery,7,128,O'Fallon Wheach,12 oz.,Fruit / Vegetable Beer,7.0,5.1,MO
2309,5.9%,"Boston, MA",Harpoon Brewery,42,126,Harpoon IPA (2010),12 oz.,American IPA,42.0,5.9,MA
2310,5.8%,"Flagstaff, AZ",Lumberyard Brewing Company,N/A,125,Lumberyard Red Ale,12 oz.,American Amber / Red Ale,36.2987012987,5.8,AZ
2311,5.5%,"Chandler, AZ",SanTan Brewing Company,20,124,Epicenter Amber Ale (2010),12 oz.,American Amber / Red Ale,20.0,5.5,AZ
2312,7.5%,"Kearney, NE",Thunderhead Brewing Company,N/A,122,Golden Frau Honey Wheat,12 oz.,Braggot,0.0,7.5,NE
2314,5.2%,"Newport, RI",Coastal Extreme Brewing Company,24,120,Hurricane Amber Ale,12 oz.,American Amber / Red Ale,24.0,5.2,RI
2315,5.9%,"Afton, VA",Blue Mountain Brewery,60,119,Full Nelson Pale Ale (2010),12 oz.,American Pale Ale (APA),60.0,5.9,VA
2316,6.5%,"Fort Collins, CO",New Belgium Brewing Company,70,115,Ranger IPA (Current),12 oz.,American IPA,70.0,6.5,CO
2317,5.0%,"Durham, NC",Triangle Brewing Company,N/A,114,Triangle White Ale,12 oz.,Witbier,16.44,5.0,NC
2318,8.0%,"Durham, NC",Triangle Brewing Company,N/A,113,Triangle Belgian Golden Ale,12 oz.,Belgian Strong Pale Ale,25.0,8.0,NC
2319,5.0%,"Estacada, OR",Fearless Brewing Company,N/A,112,Fearless Scottish Ale,16 oz.,Scottish Ale,34.25,5.0,OR
2320,5.5%,"Wilson, WI",Dave's Brewfarm,N/A,110,BrewFarm Select Golden Lager,12 oz.,American Pale Lager,25.8823529412,5.5,WI
2321,4.5%,"Eau Claire, WI",Northwoods Brewpub,N/A,109,Floppin' Crappie,12 oz.,American Pale Wheat Ale,20.6885245902,4.5,WI
2322,5.6%,"Boulder, CO",Avery Brewing Company,10,108,White Rascal,12 oz.,Witbier,10.0,5.6,CO
2323,6.3%,"Boulder, CO",Avery Brewing Company,69,107,Avery India Pale Ale,12 oz.,American IPA,69.0,6.3,CO
2324,5.5%,"Boulder, CO",Avery Brewing Company,17,106,Ellie’s Brown Ale,12 oz.,American Brown Ale,17.0,5.5,CO
2325,5.0%,"Manhattan, KS",Tallgrass Brewing Company,16,105,Köld Lager (2010),16 oz.,German Pilsener,16.0,5.0,KS
2326,7.2%,"Manhattan, KS",Tallgrass Brewing Company,93,104,Oasis (2010),16 oz.,American Double / Imperial IPA,93.0,7.2,KS
2327,4.4%,"Manhattan, KS",Tallgrass Brewing Company,22,103,Tallgrass Ale,16 oz.,American Brown Ale,22.0,4.4,KS
2328,5.0%,"Manhattan, KS",Tallgrass Brewing Company,20,102,Buffalo Sweat (2010),16 oz.,Milk / Sweet Stout,20.0,5.0,KS
2329,6.3%,"Manhattan, KS",Tallgrass Brewing Company,60,101,Tallgrass IPA,16 oz.,American IPA,60.0,6.3,KS
2330,5.5%,"Ukiah, CA",Ukiah Brewing Company,N/A,98,Pilsner Ukiah,12 oz.,German Pilsener,34.1764705882,5.5,CA
2331,5.5%,"Rochester, MI",Rochester Mills Brewing Company,N/A,97,Lazy Daze Lager,12 oz.,American Adjunct Lager,11.0,5.5,MI
2332,5.5%,"Leavenworth, KS",High Noon Saloon And Brewery,N/A,96,Annie's Amber Ale,12 oz.,American Amber / Red Ale,36.2987012987,5.5,KS
2333,7.0%,"Baltimore, MD",The Brewer's Art,N/A,94,Resurrection,12 oz.,Dubbel,21.0,7.0,MD
2334,4.9%,"Durango, CO",Steamworks Brewing Company,17,92,Colorado Kölsch,12 oz.,Kölsch,17.0,4.9,CO
2335,5.7%,"Durango, CO",Steamworks Brewing Company,25,91,Steam Engine Lager,12 oz.,American Amber / Red Lager,25.0,5.7,CO
2336,6.5%,"Durango, CO",Steamworks Brewing Company,65,90,Third Eye Pale Ale,12 oz.,American IPA,65.0,6.5,CO
2337,5.0%,"Midvale, UT",Bohemian Brewery,N/A,89,Czech Pilsner,12 oz.,Czech Pilsener,33.8125,5.0,UT
2338,5.0%,"Midvale, UT",Bohemian Brewery,N/A,88,Viennese Lager,12 oz.,Vienna Lager,24.3571428571,5.0,UT
2339,5.5%,"Missoula, MT",Kettle House Brewing Company,50,87,Eddy Out Pale Ale,16 oz.,American Pale Ale (APA),50.0,5.5,MT
2340,6.5%,"Missoula, MT",Kettle House Brewing Company,65,86,Double Haul IPA,16 oz.,American IPA,65.0,6.5,MT
2341,6.5%,"Missoula, MT",Kettle House Brewing Company,11,85,Cold Smoke Scotch Ale,16 oz.,Scotch Ale / Wee Heavy,11.0,6.5,MT
2342,5.2%,"Denver, CO",Wynkoop Brewing Company,N/A,84,Rail Yard Ale (2009),12 oz.,American Amber / Red Ale,36.2987012987,5.2,CO
2343,5.4%,"Denver, CO",Breckenridge Brewery,19,83,Avalanche Ale,12 oz.,American Amber / Red Ale,19.0,5.4,CO
2344,5.2%,"Seattle, WA",Pyramid Breweries,18,82,Haywire Hefeweizen (2010),16 oz.,Hefeweizen,18.0,5.2,WA
2345,4.9%,"Boulder, CO",Boulder Beer Company,35,81,Hazed & Infused (2010),12 oz.,American Pale Ale (APA),35.0,4.9,CO
2346,5.8%,"Boulder, CO",Upslope Brewing Company,N/A,80,Upslope Pale Ale,12 oz.,American Pale Ale (APA),44.9411764706,5.8,CO
2347,7.2%,"Boulder, CO",Upslope Brewing Company,N/A,79,Upslope India Pale Ale,12 oz.,American IPA,67.634551495,7.2,CO
2348,5.8%,"Boonville, CA",Anderson Valley Brewing Company,15,78,Boont Amber Ale (2011),12 oz.,American Amber / Red Ale,15.0,5.8,CA
2349,5.6%,"Boonville, CA",Anderson Valley Brewing Company,4,77,Summer Solstice (2011),12 oz.,Cream Ale,4.0,5.6,CA
2350,5.5%,"Boonville, CA",Anderson Valley Brewing Company,28,76,Poleeko Gold Pale Ale (2009),12 oz.,American Pale Ale (APA),28.0,5.5,CA
2351,6.5%,"Mammoth Lakes, CA",Mammoth Brewing Company,N/A,75,Epic IPA,12 oz.,American IPA,67.634551495,6.5,CA
2352,4.2%,"Mammoth Lakes, CA",Mammoth Brewing Company,N/A,74,Golden Trout Pilsner,12 oz.,German Pilsener,34.1764705882,4.2,CA
2353,4.5%,"Mammoth Lakes, CA",Mammoth Brewing Company,N/A,73,Real McCoy Amber Ale (Current),12 oz.,American Amber / Red Ale,36.2987012987,4.5,CA
2354,4.8%,"Fort Collins, CO",New Belgium Brewing Company,N/A,72,Sunshine Wheat Beer (2009),12 oz.,American Pale Wheat Ale,20.6885245902,4.8,CO
2355,5.2%,"Fort Collins, CO",New Belgium Brewing Company,18,71,Fat Tire Amber Ale (2008),12 oz.,American Amber / Red Ale,18.0,5.2,CO
2356,5.3%,"Durango, CO",Ska Brewing Company,N/A,70,True Blonde Ale,12 oz.,American Blonde Ale,20.9032258065,5.3,CO
2357,6.1%,"Durango, CO",Ska Brewing Company,N/A,69,Euphoria Pale Ale,12 oz.,American Pale Ale (APA),44.9411764706,6.1,CO
2358,5.7%,"Durango, CO",Ska Brewing Company,58,68,ESB Special Ale,12 oz.,Extra Special / Strong Bitter (ESB),58.0,5.7,CO
2359,6.8%,"Durango, CO",Ska Brewing Company,65,67,Modus Hoperandi,12 oz.,American IPA,65.0,6.8,CO
2360,5.2%,"Brooklyn, NY",Brooklyn Brewery,N/A,66,Brooklyn Lager (16 oz.),16 oz.,American Amber / Red Lager,23.25,5.2,NY
2361,5.2%,"Brooklyn, NY",Brooklyn Brewery,N/A,65,Brooklyn Lager (12 oz.),12 oz.,American Amber / Red Lager,23.25,5.2,NY
2363,5.2%,"Middleton, WI",Capital Brewery,N/A,63,Wisconsin Amber (2013),12 oz.,Vienna Lager,24.3571428571,5.2,WI
2364,5.0%,"Middleton, WI",Capital Brewery,N/A,62,U.S. Pale Ale,12 oz.,American Pale Ale (APA),44.9411764706,5.0,WI
2370,5.6%,"Nantucket, MA",Cisco Brewers,N/A,56,Whale's Tale Pale Ale,12 oz.,English Pale Ale,31.4,5.6,MA
2371,5.3%,"Indianapolis, IN",Sun King Brewing Company,20,55,Sunlight Cream Ale,16 oz.,Cream Ale,20.0,5.3,IN
2372,5.6%,"Indianapolis, IN",Sun King Brewing Company,50,54,Osiris Pale Ale (2010),16 oz.,American Pale Ale (APA),50.0,5.6,IN
